number_to_find	slope	count
11586	1.3506833106868766e-05	10
11588	0.0	0
11600	2.701366621373753e-06	2
11603	1.3506833106868764e-06	1
11605	0.0	0
11622	1.3506833106868764e-06	1
11625	2.701366621373753e-06	2
11627	0.0	0
11647	1.3506833106868764e-06	1
11649	0.0	0
11688	2.701366621373753e-06	2
11713	1.3506833106868764e-06	1
11715	0.0	0
11735	4.0520499320606295e-06	3
11737	0.0	0
11757	1.3506833106868764e-06	1
11759	0.0	0
11774	1.3506833106868764e-06	1
11776	1.3506833106868764e-06	1
11779	4.0520499320606295e-06	3
11781	0.0	0
11881	2.701366621373753e-06	2
11884	1.3506833106868764e-06	1
11886	0.0	0
11925	1.3506833106868764e-06	1
11950	1.3506833106868764e-06	1
11952	0.0	0
11964	2.701366621373753e-06	2
11967	1.3506833106868764e-06	1
11969	0.0	0
11994	2.701366621373753e-06	2
11996	0.0	0
12008	1.3506833106868764e-06	1
12033	1.3506833106868764e-06	1
12035	0.0	0
12055	1.3506833106868764e-06	1
12057	1.3506833106868764e-06	1
12060	5.402733242747506e-06	4
12062	0.0	0
12074	1.3506833106868764e-06	1
12118	1.3506833106868764e-06	1
12143	4.0520499320606295e-06	3
12145	0.0	0
12162	0.0	0
12187	2.701366621373753e-06	2
12189	0.0	0
12245	2.701366621373753e-06	2
12248	1.3506833106868764e-06	1
12250	0.0	0
12267	2.701366621373753e-06	2
12270	1.3506833106868764e-06	1
12272	0.0	0
12292	1.3506833106868764e-06	1
12294	1.3506833106868764e-06	1
12336	2.701366621373753e-06	2
12338	0.0	0
12363	4.0520499320606295e-06	3
12365	0.0	0
12438	1.3506833106868764e-06	1
12441	1.3506833106868764e-06	1
12443	0.0	0
12465	1.3506833106868764e-06	1
12468	4.0520499320606295e-06	3
12470	0.0	0
12482	0.0	0
12504	0.0	0
12526	1.3506833106868764e-06	1
12570	2.701366621373753e-06	2
12578	6.753416553434383e-06	5
12580	0.0	0
12595	1.3506833106868764e-06	1
12597	1.3506833106868764e-06	1
12600	6.753416553434383e-06	5
12602	0.0	0
12614	1.3506833106868764e-06	1
12622	6.753416553434383e-06	5
12624	0.0	0
12639	1.3506833106868764e-06	1
12641	0.0	0
12658	1.3506833106868764e-06	1
12680	1.3506833106868764e-06	1
12705	2.701366621373753e-06	2
12707	0.0	0
12724	0.0	0
12749	4.0520499320606295e-06	3
12751	0.0	0
12763	2.701366621373753e-06	2
12766	1.3506833106868764e-06	1
12768	0.0	0
12785	2.701366621373753e-06	2
12788	1.3506833106868764e-06	1
12790	0.0	0
12810	1.3506833106868764e-06	1
12812	0.0	0
12854	1.3506833106868764e-06	1
12856	0.0	0
12873	1.3506833106868764e-06	1
12876	1.3506833106868764e-06	1
12878	0.0	0
12895	1.3506833106868764e-06	1
12898	2.701366621373753e-06	2
12900	0.0	0
